中国国际航空, CA5961, 空客A350, 北京, 2024-12-01 00:15, 东京, 2024-12-01 02:35, 2163, 75
东方航空, MU5344, 空客A330, 成都, 2024-12-01 07:37, 悉尼, 2024-12-01 16:30, 8240, 160
海南航空, HU4072, 空客A320, 成都, 2024-12-01 06:06, 柏林, 2024-12-01 14:26, 7725, 6
南方航空, CZ4795, 波音737, 成都, 2024-12-01 14:09, 上海, 2024-12-01 16:02, 1751, 78
东方航空, MU8404, 波音737, 成都, 2024-12-01 15:53, 合肥, 2024-12-01 17:26, 1442, 10
南方航空, CZ1907, 波音777, 成都, 2024-12-01 11:33, 纽约, 2024-12-01 23:46, 11330, 176
东方航空, MU5894, 空客A350, 成都, 2024-12-01 02:10, 伦敦, 2024-12-01 11:16, 8446, 72
东方航空, MU7105, 波音777, 成都, 2024-12-01 02:27, 洛杉矶, 2024-12-01 13:33, 10300, 125
东方航空, MU4317, 波音787, 成都, 2024-12-01 04:44, 西安, 2024-12-01 05:30, 721, 75
中国国际航空, CA2802, 波音777, 成都, 2024-12-01 08:12, 悉尼, 2024-12-01 17:05, 8240, 167
南方航空, CZ3081, 波音787, 成都, 2024-12-01 21:11, 西安, 2024-12-01 21:57, 721, 85
中国国际航空, CA6438, 波音737, 成都, 2024-12-01 00:39, 纽约, 2024-12-01 12:52, 11330, 73
中国国际航空, CA6079, 波音787, 成都, 2024-12-01 09:32, 巴黎, 2024-12-01 18:52, 8652, 175
中国国际航空, CA6287, 波音737, 成都, 2024-12-01 05:41, 上海, 2024-12-01 07:34, 1751, 88
南方航空, CZ2720, 空客A330, 成都, 2024-12-01 06:09, 巴黎, 2024-12-01 15:29, 8652, 155
南方航空, CZ2270, 波音777, 成都, 2024-12-01 05:31, 南宁, 2024-12-01 06:57, 1339, 117
海南航空, HU5451, 波音737, 成都, 2024-12-01 20:55, 合肥, 2024-12-01 22:28, 1442, 60
海南航空, HU2561, 波音787, 成都, 2024-12-01 15:59, 广州, 2024-12-01 17:32, 1442, 8
海南航空, HU9364, 波音737, 成都, 2024-12-01 19:50, 曼谷, 2024-12-01 22:03, 2060, 42
中国国际航空, CA4439, 波音777, 成都, 2024-12-01 08:51, 纽约, 2024-12-01 21:04, 11330, 183
海南航空, HU6118, 波音787, 成都, 2024-12-01 05:31, 洛杉矶, 2024-12-01 16:37, 10300, 103
中国国际航空, CA1802, 空客A330, 成都, 2024-12-01 21:08, 首尔, 2024-12-01 23:41, 2369, 153
中国国际航空, CA4117, 波音737, 哈尔滨, 2024-12-02 00:45, 西安, 2024-12-02 02:58, 2060, 65
中国国际航空, CA1388, 波音787, 哈尔滨, 2024-12-02 00:34, 纽约, 2024-12-02 12:00, 10609, 109
中国国际航空, CA1141, 波音787, 哈尔滨, 2024-12-02 15:01, 伦敦, 2024-12-02 23:21, 7725, 42
中国国际航空, CA1618, 波音787, 哈尔滨, 2024-12-02 14:24, 合肥, 2024-12-02 16:44, 2163, 62
中国国际航空, CA6012, 空客A350, 哈尔滨, 2024-12-02 18:24, 首尔, 2024-12-02 19:27, 978.5, 117
中国国际航空, CA2647, 空客A330, 哈尔滨, 2024-12-02 12:17, 呼和浩特, 2024-12-02 13:43, 1339, 155
中国国际航空, CA7127, 空客A350, 哈尔滨, 2024-12-02 08:27, 东京, 2024-12-02 10:07, 1545, 21
中国国际航空, CA8708, 波音787, 哈尔滨, 2024-12-02 10:43, 纽约, 2024-12-02 22:09, 10609, 60
中国国际航空, CA5317, 波音787, 哈尔滨, 2024-12-02 09:20, 西安, 2024-12-02 11:33, 2060, 19
中国国际航空, CA5658, 空客A320, 哈尔滨, 2024-12-02 16:40, 莫斯科, 2024-12-02 22:26, 5356, 105
中国国际航空, CA9115, 空客A320, 哈尔滨, 2024-12-02 10:55, 广州, 2024-12-02 14:28, 3296, 167
中国国际航空, CA8323, 空客A330, 哈尔滨, 2024-12-02 21:33, 合肥, 2024-12-02 23:53, 2163, 184
中国国际航空, CA5025, 波音777, 哈尔滨, 2024-12-02 03:39, 成都, 2024-12-02 06:32, 2678, 54
中国国际航空, CA7981, 空客A350, 哈尔滨, 2024-12-02 01:21, 南宁, 2024-12-02 05:07, 3502, 100
中国国际航空, CA1185, 空客A350, 哈尔滨, 2024-12-02 04:50, 伦敦, 2024-12-02 13:10, 7725, 83
中国国际航空, CA4705, 波音777, 哈尔滨, 2024-12-02 00:47, 柏林, 2024-12-02 08:20, 7004, 141
中国国际航空, CA4396, 空客A330, 哈尔滨, 2024-12-02 02:29, 拉萨, 2024-12-02 06:09, 3399, 172
中国国际航空, CA2551, 空客A320, 哈尔滨, 2024-12-02 04:38, 伦敦, 2024-12-02 12:58, 7725, 146
中国国际航空, CA3112, 空客A350, 哈尔滨, 2024-12-02 10:59, 广州, 2024-12-02 14:32, 3296, 13
中国国际航空, CA9213, 波音737, 哈尔滨, 2024-12-02 22:40, 首尔, 2024-12-02 23:43, 978.5, 18
中国国际航空, CA2558, 空客A330, 哈尔滨, 2024-12-02 19:43, 拉萨, 2024-12-02 23:23, 3399, 6
中国国际航空, CA6147, 波音737, 哈尔滨, 2024-12-02 00:01, 悉尼, 2024-12-02 10:34, 9785, 138
中国国际航空, CA6833, 空客A350, 哈尔滨, 2024-12-02 09:49, 拉萨, 2024-12-02 13:29, 3399, 149
中国国际航空, CA7173, 空客A320, 哈尔滨, 2024-12-02 02:38, 成都, 2024-12-02 05:31, 2678, 149
中国国际航空, CA4783, 空客A330, 哈尔滨, 2024-12-02 01:32, 曼谷, 2024-12-02 06:25, 4532, 86
中国国际航空, CA8764, 空客A350, 哈尔滨, 2024-12-02 08:53, 东京, 2024-12-02 10:33, 1545, 145
中国国际航空, CA4008, 波音787, 哈尔滨, 2024-12-02 12:10, 南宁, 2024-12-02 15:56, 3502, 144
中国国际航空, CA5837, 空客A330, 哈尔滨, 2024-12-02 18:03, 合肥, 2024-12-02 20:23, 2163, 82
中国国际航空, CA2145, 空客A350, 哈尔滨, 2024-12-02 15:33, 拉萨, 2024-12-02 19:13, 3399, 95
中国国际航空, CA8163, 波音777, 哈尔滨, 2024-12-02 04:10, 洛杉矶, 2024-12-02 14:30, 9579, 132
中国国际航空, CA6539, 波音737, 哈尔滨, 2024-12-01 02:03, 伦敦, 2024-12-01 10:23, 7725, 195
中国国际航空, CA2635, 波音777, 哈尔滨, 2024-12-01 16:37, 合肥, 2024-12-01 18:57, 2163, 187
中国国际航空, CA3646, 波音787, 哈尔滨, 2024-12-01 01:12, 悉尼, 2024-12-01 11:45, 9785, 133
中国国际航空, CA7922, 波音737, 哈尔滨, 2024-12-01 03:22, 上海, 2024-12-01 05:35, 2060, 103
中国国际航空, CA3569, 波音777, 哈尔滨, 2024-12-01 17:59, 北京, 2024-12-01 19:12, 1133, 138
中国国际航空, CA4314, 空客A330, 哈尔滨, 2024-12-01 07:13, 西安, 2024-12-01 09:26, 2060, 96
中国国际航空, CA9809, 波音777, 哈尔滨, 2024-12-01 02:47, 广州, 2024-12-01 06:20, 3296, 99
中国国际航空, CA5437, 空客A320, 哈尔滨, 2024-12-01 20:34, 合肥, 2024-12-01 22:54, 2163, 165
中国国际航空, CA4842, 空客A320, 哈尔滨, 2024-12-01 10:12, 洛杉矶, 2024-12-01 20:32, 9579, 104
中国国际航空, CA4217, 空客A320, 哈尔滨, 2024-12-01 12:37, 首尔, 2024-12-01 13:40, 978.5, 170
中国国际航空, CA3455, 波音787, 哈尔滨, 2024-12-01 04:25, 柏林, 2024-12-01 11:58, 7004, 69
中国国际航空, CA8415, 空客A330, 哈尔滨, 2024-12-01 12:03, 纽约, 2024-12-01 23:29, 10609, 37
中国国际航空, CA1096, 波音787, 哈尔滨, 2024-12-01 00:13, 南宁, 2024-12-01 03:59, 3502, 149
中国国际航空, CA3173, 空客A350, 哈尔滨, 2024-12-01 16:37, 曼谷, 2024-12-01 21:30, 4532, 32
中国国际航空, CA9520, 空客A330, 哈尔滨, 2024-12-01 01:45, 北京, 2024-12-01 02:58, 1133, 134
中国国际航空, CA5126, 空客A350, 哈尔滨, 2024-12-01 05:02, 曼谷, 2024-12-01 09:55, 4532, 120
中国国际航空, CA2210, 波音787, 哈尔滨, 2024-12-01 15:19, 首尔, 2024-12-01 16:22, 978.5, 20
中国国际航空, CA5244, 空客A350, 哈尔滨, 2024-12-01 12:24, 南宁, 2024-12-01 16:10, 3502, 150
中国国际航空, CA1558, 空客A350, 哈尔滨, 2024-12-01 05:57, 乌鲁木齐, 2024-12-01 09:37, 3399, 29
中国国际航空, CA6128, 波音737, 哈尔滨, 2024-12-01 06:12, 曼谷, 2024-12-01 11:05, 4532, 177
中国国际航空, CA3545, 波音777, 哈尔滨, 2024-12-01 11:47, 悉尼, 2024-12-01 22:20, 9785, 28
中国国际航空, CA5836, 波音737, 哈尔滨, 2024-12-01 15:02, 合肥, 2024-12-01 17:22, 2163, 57
中国国际航空, CA6528, 空客A330, 哈尔滨, 2024-12-01 11:13, 上海, 2024-12-01 13:26, 2060, 56
中国国际航空, CA1612, 波音787, 哈尔滨, 2024-12-01 09:08, 呼和浩特, 2024-12-01 10:34, 1339, 107
中国国际航空, CA5046, 波音777, 哈尔滨, 2024-12-01 02:43, 成都, 2024-12-01 05:36, 2678, 155
中国国际航空, CA2807, 波音737, 哈尔滨, 2024-12-01 05:06, 乌鲁木齐, 2024-12-01 08:46, 3399, 112
中国国际航空, CA3429, 波音737, 乌鲁木齐, 2024-12-02 16:01, 东京, 2024-12-02 20:47, 4429, 114
中国国际航空, CA4981, 波音737, 乌鲁木齐, 2024-12-02 06:46, 成都, 2024-12-02 09:26, 2472, 135
中国国际航空, CA3379, 波音777, 乌鲁木齐, 2024-12-02 11:33, 曼谷, 2024-12-02 17:39, 5665, 52
中国国际航空, CA3477, 空客A320, 乌鲁木齐, 2024-12-02 15:06, 南宁, 2024-12-02 19:32, 4120, 144
中国国际航空, CA1049, 空客A320, 乌鲁木齐, 2024-12-02 14:30, 东京, 2024-12-02 19:16, 4429, 179
中国国际航空, CA8591, 波音787, 乌鲁木齐, 2024-12-02 07:57, 拉萨, 2024-12-02 09:37, 1545, 68
中国国际航空, CA5998, 空客A320, 乌鲁木齐, 2024-12-02 04:18, 呼和浩特, 2024-12-02 06:18, 1854, 119
中国国际航空, CA6322, 波音787, 乌鲁木齐, 2024-12-02 11:11, 柏林, 2024-12-02 17:04, 5459, 186
中国国际航空, CA4921, 空客A350, 乌鲁木齐, 2024-12-02 14:40, 伦敦, 2024-12-02 21:20, 6180, 43
中国国际航空, CA6453, 空客A320, 乌鲁木齐, 2024-12-02 17:16, 成都, 2024-12-02 19:56, 2472, 43
中国国际航空, CA8862, 空客A330, 乌鲁木齐, 2024-12-02 10:27, 纽约, 2024-12-02 21:20, 10094, 150
中国国际航空, CA9272, 波音737, 乌鲁木齐, 2024-12-02 09:58, 首尔, 2024-12-02 13:31, 3296, 27
中国国际航空, CA2060, 波音787, 乌鲁木齐, 2024-12-02 09:28, 成都, 2024-12-02 12:08, 2472, 108
中国国际航空, CA1572, 空客A350, 乌鲁木齐, 2024-12-02 16:18, 首尔, 2024-12-02 19:51, 3296, 180
中国国际航空, CA6439, 波音737, 乌鲁木齐, 2024-12-02 03:55, 纽约, 2024-12-02 14:48, 10094, 172
中国国际航空, CA2205, 空客A320, 乌鲁木齐, 2024-12-02 07:17, 上海, 2024-12-02 10:57, 3399, 125
中国国际航空, CA3302, 波音787, 乌鲁木齐, 2024-12-02 16:10, 昆明, 2024-12-02 19:30, 3090, 82
中国国际航空, CA9071, 空客A330, 乌鲁木齐, 2024-12-02 01:59, 柏林, 2024-12-02 07:52, 5459, 64
中国国际航空, CA2780, 空客A330, 乌鲁木齐, 2024-12-02 02:08, 首尔, 2024-12-02 05:41, 3296, 194
中国国际航空, CA2040, 波音787, 乌鲁木齐, 2024-12-02 09:51, 柏林, 2024-12-02 15:44, 5459, 111
中国国际航空, CA6216, 空客A330, 乌鲁木齐, 2024-12-02 09:32, 南宁, 2024-12-02 13:58, 4120, 72
中国国际航空, CA7968, 波音737, 乌鲁木齐, 2024-12-02 16:23, 合肥, 2024-12-02 19:56, 3296, 129
中国国际航空, CA3136, 波音777, 乌鲁木齐, 2024-12-02 08:03, 洛杉矶, 2024-12-02 17:49, 9064, 63
中国国际航空, CA6862, 波音787, 乌鲁木齐, 2024-12-02 06:00, 伦敦, 2024-12-02 12:40, 6180, 35
中国国际航空, CA2286, 波音787, 乌鲁木齐, 2024-12-01 14:04, 呼和浩特, 2024-12-01 16:04, 1854, 139
中国国际航空, CA3076, 空客A350, 乌鲁木齐, 2024-12-01 08:37, 伦敦, 2024-12-01 15:17, 6180, 195
中国国际航空, CA7584, 空客A330, 乌鲁木齐, 2024-12-01 08:42, 伦敦, 2024-12-01 15:22, 6180, 57
中国国际航空, CA2266, 波音777, 乌鲁木齐, 2024-12-01 05:26, 北京, 2024-12-01 07:52, 2266, 48
中国国际航空, CA9177, 空客A330, 乌鲁木齐, 2024-12-01 17:36, 曼谷, 2024-12-01 23:42, 5665, 117
中国国际航空, CA8516, 波音777, 乌鲁木齐, 2024-12-01 02:32, 合肥, 2024-12-01 06:05, 3296, 135
中国国际航空, CA9006, 空客A350, 乌鲁木齐, 2024-12-01 03:10, 广州, 2024-12-01 07:23, 3914, 190
中国国际航空, CA1684, 波音737, 乌鲁木齐, 2024-12-01 16:14, 合肥, 2024-12-01 19:47, 3296, 15
中国国际航空, CA1843, 空客A350, 乌鲁木齐, 2024-12-01 16:54, 哈尔滨, 2024-12-01 20:34, 3399, 24
中国国际航空, CA4754, 波音787, 乌鲁木齐, 2024-12-01 09:40, 曼谷, 2024-12-01 15:46, 5665, 94
中国国际航空, CA7971, 波音737, 乌鲁木齐, 2024-12-01 06:02, 首尔, 2024-12-01 09:35, 3296, 46
中国国际航空, CA6192, 波音737, 乌鲁木齐, 2024-12-01 18:15, 拉萨, 2024-12-01 19:55, 1545, 189
中国国际航空, CA7616, 波音787, 乌鲁木齐, 2024-12-01 04:39, 西安, 2024-12-01 06:59, 2163, 66
中国国际航空, CA3210, 波音737, 乌鲁木齐, 2024-12-01 01:24, 昆明, 2024-12-01 04:44, 3090, 101
中国国际航空, CA5299, 空客A320, 乌鲁木齐, 2024-12-01 05:26, 西安, 2024-12-01 07:46, 2163, 109
中国国际航空, CA4870, 空客A330, 乌鲁木齐, 2024-12-01 13:35, 合肥, 2024-12-01 17:08, 3296, 130
中国国际航空, CA3900, 波音737, 乌鲁木齐, 2024-12-01 15:15, 呼和浩特, 2024-12-01 17:15, 1854, 15
中国国际航空, CA2343, 波音777, 乌鲁木齐, 2024-12-01 19:38, 成都, 2024-12-01 22:18, 2472, 47
中国国际航空, CA9609, 空客A330, 乌鲁木齐, 2024-12-01 12:48, 纽约, 2024-12-01 23:41, 10094, 43
中国国际航空, CA6202, 空客A350, 西安, 2024-12-02 13:13, 东京, 2024-12-02 16:06, 2678, 127
中国国际航空, CA9142, 空客A320, 西安, 2024-12-02 02:13, 纽约, 2024-12-02 14:19, 11227, 141
海南航空, HU6297, 空客A320, 西安, 2024-12-02 17:51, 曼谷, 2024-12-02 20:57, 2884, 43
中国国际航空, CA8529, 空客A350, 西安, 2024-12-02 02:05, 柏林, 2024-12-02 10:18, 7622, 21
中国国际航空, CA5176, 波音777, 西安, 2024-12-02 12:13, 广州, 2024-12-02 13:53, 1545, 183
东方航空, MU2616, 空客A320, 西安, 2024-12-02 16:09, 拉萨, 2024-12-02 17:55, 1648, 130
东方航空, MU7067, 空客A320, 西安, 2024-12-02 22:39, 合肥, 2024-12-02 23:39, 927, 57
东方航空, MU8796, 波音737, 西安, 2024-12-02 09:24, 巴黎, 2024-12-02 18:37, 8549, 168
东方航空, MU3975, 波音737, 西安, 2024-12-02 22:14, 昆明, 2024-12-02 23:47, 1442, 90
东方航空, MU4691, 波音787, 西安, 2024-12-02 09:45, 洛杉矶, 2024-12-02 20:45, 10197, 68
东方航空, MU4668, 空客A320, 西安, 2024-12-02 11:16, 南宁, 2024-12-02 13:16, 1854, 119
海南航空, HU1562, 波音777, 西安, 2024-12-02 05:16, 拉萨, 2024-12-02 07:02, 1648, 58
海南航空, HU3775, 空客A330, 西安, 2024-12-02 18:34, 合肥, 2024-12-02 19:34, 927, 70
海南航空, HU3745, 波音737, 西安, 2024-12-02 05:31, 乌鲁木齐, 2024-12-02 07:51, 2163, 73
东方航空, MU6324, 空客A350, 西安, 2024-12-02 04:11, 合肥, 2024-12-02 05:11, 927, 32
东方航空, MU2944, 空客A330, 西安, 2024-12-02 12:02, 曼谷, 2024-12-02 15:08, 2884, 57
东方航空, MU2294, 空客A320, 西安, 2024-12-02 01:06, 纽约, 2024-12-02 13:12, 11227, 150
东方航空, MU7117, 波音737, 西安, 2024-12-02 03:22, 呼和浩特, 2024-12-02 04:12, 772.5, 171
海南航空, HU4537, 波音777, 西安, 2024-12-02 05:41, 莫斯科, 2024-12-02 13:07, 6901, 105
海南航空, HU1087, 波音737, 西安, 2024-12-02 12:49, 东京, 2024-12-02 15:42, 2678, 102
海南航空, HU8124, 空客A350, 西安, 2024-12-02 07:50, 纽约, 2024-12-02 19:56, 11227, 133
海南航空, HU7378, 波音787, 西安, 2024-12-02 13:42, 昆明, 2024-12-02 15:15, 1442, 101
海南航空, HU6998, 波音737, 西安, 2024-12-02 17:13, 呼和浩特, 2024-12-02 18:03, 772.5, 118
海南航空, HU9050, 空客A330, 西安, 2024-12-02 08:36, 合肥, 2024-12-02 09:36, 927, 39
海南航空, HU6186, 波音737, 西安, 2024-12-01 10:53, 纽约, 2024-12-01 22:59, 11227, 187
中国国际航空, CA6311, 空客A350, 西安, 2024-12-01 00:16, 伦敦, 2024-12-01 09:16, 8343, 176
东方航空, MU8431, 空客A330, 西安, 2024-12-01 14:40, 南宁, 2024-12-01 16:40, 1854, 30
东方航空, MU8536, 空客A330, 西安, 2024-12-01 13:35, 伦敦, 2024-12-01 22:35, 8343, 198
东方航空, MU7125, 波音787, 西安, 2024-12-01 05:28, 哈尔滨, 2024-12-01 07:41, 2060, 187
中国国际航空, CA2319, 波音737, 西安, 2024-12-01 04:23, 南宁, 2024-12-01 06:23, 1854, 176
中国国际航空, CA1016, 空客A330, 西安, 2024-12-01 01:31, 广州, 2024-12-01 03:11, 1545, 134
海南航空, HU4701, 空客A330, 西安, 2024-12-01 15:56, 呼和浩特, 2024-12-01 16:46, 772.5, 190
中国国际航空, CA7872, 空客A320, 西安, 2024-12-01 09:03, 广州, 2024-12-01 10:43, 1545, 71
东方航空, MU9981, 波音787, 西安, 2024-12-01 08:44, 合肥, 2024-12-01 09:44, 927, 124
东方航空, MU1559, 波音737, 西安, 2024-12-01 08:20, 巴黎, 2024-12-01 17:33, 8549, 151
东方航空, MU9757, 波音787, 西安, 2024-12-01 04:16, 伦敦, 2024-12-01 13:16, 8343, 151
中国国际航空, CA2399, 波音787, 西安, 2024-12-01 18:00, 哈尔滨, 2024-12-01 20:13, 2060, 57
东方航空, MU8436, 空客A320, 西安, 2024-12-01 06:02, 纽约, 2024-12-01 18:08, 11227, 135
海南航空, HU7856, 波音737, 西安, 2024-12-01 11:52, 悉尼, 2024-12-01 21:18, 8755, 106
海南航空, HU8643, 空客A350, 西安, 2024-12-01 00:20, 广州, 2024-12-01 02:00, 1545, 160
中国国际航空, CA1756, 波音787, 西安, 2024-12-01 07:44, 南宁, 2024-12-01 09:44, 1854, 118
中国国际航空, CA2506, 空客A320, 西安, 2024-12-01 06:50, 纽约, 2024-12-01 18:56, 11227, 6
中国国际航空, CA6037, 空客A350, 西安, 2024-12-01 10:55, 首尔, 2024-12-01 12:55, 1854, 185
东方航空, MU8202, 波音737, 西安, 2024-12-01 05:13, 乌鲁木齐, 2024-12-01 07:33, 2163, 12
中国国际航空, CA7386, 波音737, 西安, 2024-12-01 09:38, 伦敦, 2024-12-01 18:38, 8343, 180
海南航空, HU5502, 空客A320, 西安, 2024-12-01 03:22, 哈尔滨, 2024-12-01 05:35, 2060, 9
海南航空, HU4784, 空客A330, 西安, 2024-12-01 21:39, 首尔, 2024-12-01 23:39, 1854, 189
海南航空, HU8598, 波音777, 西安, 2024-12-01 10:23, 拉萨, 2024-12-01 12:09, 1648, 130
大韩航空, KE2468, 空客A330, 首尔, 2024-12-02 13:30, 莫斯科, 2024-12-02 20:50, 6798, 94
大韩航空, KE4916, 波音787, 首尔, 2024-12-02 04:36, 成都, 2024-12-02 07:09, 2369, 95
大韩航空, KE6486, 波音737, 首尔, 2024-12-02 20:41, 成都, 2024-12-02 23:14, 2369, 52
大韩航空, KE4682, 空客A330, 首尔, 2024-12-02 11:00, 乌鲁木齐, 2024-12-02 14:33, 3296, 30
大韩航空, KE8591, 空客A330, 首尔, 2024-12-02 22:23, 东京, 2024-12-02 23:43, 1236, 97
大韩航空, KE6268, 波音737, 首尔, 2024-12-02 09:49, 柏林, 2024-12-02 18:55, 8446, 77
大韩航空, KE5148, 波音737, 首尔, 2024-12-02 21:53, 呼和浩特, 2024-12-02 23:26, 1442, 138
大韩航空, KE4618, 波音737, 首尔, 2024-12-02 09:06, 洛杉矶, 2024-12-02 19:39, 9785, 127
大韩航空, KE6319, 波音777, 首尔, 2024-12-02 12:48, 西安, 2024-12-02 14:48, 1854, 66
大韩航空, KE3803, 波音777, 首尔, 2024-12-02 01:59, 拉萨, 2024-12-02 05:19, 3090, 192
大韩航空, KE1638, 波音777, 首尔, 2024-12-02 11:36, 广州, 2024-12-02 13:49, 2060, 159
大韩航空, KE6341, 波音787, 首尔, 2024-12-02 01:15, 悉尼, 2024-12-02 10:35, 8652, 177
大韩航空, KE8301, 空客A350, 首尔, 2024-12-02 05:17, 昆明, 2024-12-02 08:03, 2575, 27
大韩航空, KE6381, 空客A330, 首尔, 2024-12-02 00:30, 洛杉矶, 2024-12-02 11:03, 9785, 162
大韩航空, KE4162, 波音787, 首尔, 2024-12-02 10:05, 广州, 2024-12-02 12:18, 2060, 24
大韩航空, KE5845, 波音787, 首尔, 2024-12-02 05:26, 悉尼, 2024-12-02 14:46, 8652, 163
大韩航空, KE3323, 波音737, 首尔, 2024-12-02 04:20, 纽约, 2024-12-02 16:33, 11330, 168
大韩航空, KE3066, 波音737, 首尔, 2024-12-02 02:40, 巴黎, 2024-12-02 12:46, 9373, 20
大韩航空, KE2651, 波音787, 首尔, 2024-12-02 20:47, 广州, 2024-12-02 23:00, 2060, 71
大韩航空, KE9270, 空客A350, 首尔, 2024-12-02 05:55, 呼和浩特, 2024-12-02 07:28, 1442, 23
大韩航空, KE3615, 空客A350, 首尔, 2024-12-02 01:05, 纽约, 2024-12-02 13:18, 11330, 28
大韩航空, KE1643, 波音787, 首尔, 2024-12-02 07:17, 悉尼, 2024-12-02 16:37, 8652, 46
大韩航空, KE3535, 空客A330, 首尔, 2024-12-01 10:08, 柏林, 2024-12-01 19:14, 8446, 179
大韩航空, KE5593, 空客A350, 首尔, 2024-12-01 00:36, 合肥, 2024-12-01 02:02, 1339, 159
大韩航空, KE3598, 空客A350, 首尔, 2024-12-01 09:11, 广州, 2024-12-01 11:24, 2060, 162
大韩航空, KE1368, 空客A350, 首尔, 2024-12-01 22:55, 北京, 2024-12-01 23:58, 978.5, 122
大韩航空, KE9326, 空客A320, 首尔, 2024-12-01 14:14, 莫斯科, 2024-12-01 21:34, 6798, 148
大韩航空, KE1486, 空客A320, 首尔, 2024-12-01 01:03, 北京, 2024-12-01 02:06, 978.5, 92
大韩航空, KE4580, 空客A320, 首尔, 2024-12-01 08:21, 东京, 2024-12-01 09:41, 1236, 69
大韩航空, KE7836, 空客A320, 首尔, 2024-12-01 10:29, 广州, 2024-12-01 12:42, 2060, 150
大韩航空, KE9389, 空客A350, 首尔, 2024-12-01 20:40, 成都, 2024-12-01 23:13, 2369, 101
大韩航空, KE6189, 波音777, 首尔, 2024-12-01 13:41, 昆明, 2024-12-01 16:27, 2575, 23
大韩航空, KE3839, 空客A350, 首尔, 2024-12-01 11:46, 西安, 2024-12-01 13:46, 1854, 82
大韩航空, KE8400, 波音777, 首尔, 2024-12-01 19:30, 上海, 2024-12-01 20:30, 927, 96
大韩航空, KE6123, 波音777, 首尔, 2024-12-01 11:13, 成都, 2024-12-01 13:46, 2369, 177
大韩航空, KE2639, 空客A350, 首尔, 2024-12-01 14:20, 南宁, 2024-12-01 17:06, 2575, 118
大韩航空, KE5455, 空客A320, 首尔, 2024-12-01 14:21, 哈尔滨, 2024-12-01 15:24, 978.5, 179
大韩航空, KE2694, 波音787, 首尔, 2024-12-01 08:09, 悉尼, 2024-12-01 17:29, 8652, 67
大韩航空, KE6767, 波音737, 首尔, 2024-12-01 07:30, 巴黎, 2024-12-01 17:36, 9373, 84
大韩航空, KE9781, 波音737, 首尔, 2024-12-01 17:40, 南宁, 2024-12-01 20:26, 2575, 146
大韩航空, KE5964, 空客A320, 首尔, 2024-12-01 10:48, 昆明, 2024-12-01 13:34, 2575, 133
大韩航空, KE9901, 波音737, 首尔, 2024-12-01 18:12, 乌鲁木齐, 2024-12-01 21:45, 3296, 7
大韩航空, KE7931, 空客A330, 首尔, 2024-12-01 14:18, 拉萨, 2024-12-01 17:38, 3090, 71
大韩航空, KE1012, 波音787, 首尔, 2024-12-01 02:20, 哈尔滨, 2024-12-01 03:23, 978.5, 2
大韩航空, KE8063, 空客A320, 首尔, 2024-12-01 05:51, 成都, 2024-12-01 08:24, 2369, 200
大韩航空, KE3870, 空客A350, 首尔, 2024-12-01 00:06, 上海, 2024-12-01 01:06, 927, 28
大韩航空, KE4590, 空客A350, 首尔, 2024-12-01 20:57, 上海, 2024-12-01 21:57, 927, 177
大韩航空, KE2523, 波音787, 首尔, 2024-12-01 14:02, 东京, 2024-12-01 15:22, 1236, 105
东方航空, MU9759, 空客A330, 合肥, 2024-12-02 13:37, 昆明, 2024-12-02 15:23, 1648, 187
东方航空, MU4951, 波音777, 合肥, 2024-12-02 07:11, 西安, 2024-12-02 08:11, 927, 31
中国国际航空, CA9206, 波音737, 合肥, 2024-12-02 05:19, 柏林, 2024-12-02 14:19, 8343, 51
中国国际航空, CA9441, 波音777, 合肥, 2024-12-02 02:40, 伦敦, 2024-12-02 12:26, 9064, 122
东方航空, MU5632, 空客A320, 合肥, 2024-12-02 04:54, 莫斯科, 2024-12-02 12:07, 6695, 103
中国国际航空, CA4679, 空客A330, 合肥, 2024-12-02 18:43, 乌鲁木齐, 2024-12-02 22:16, 3296, 58
东方航空, MU1326, 空客A320, 合肥, 2024-12-02 06:09, 拉萨, 2024-12-02 09:15, 2884, 31
东方航空, MU4855, 波音787, 合肥, 2024-12-02 19:30, 西安, 2024-12-02 20:30, 927, 131
中国国际航空, CA2810, 波音787, 合肥, 2024-12-02 18:37, 曼谷, 2024-12-02 21:43, 2884, 65
东方航空, MU3648, 空客A320, 合肥, 2024-12-02 05:07, 曼谷, 2024-12-02 08:13, 2884, 113
东方航空, MU8740, 波音737, 合肥, 2024-12-02 09:43, 乌鲁木齐, 2024-12-02 13:16, 3296, 185
中国国际航空, CA9344, 空客A330, 合肥, 2024-12-02 06:14, 东京, 2024-12-02 08:40, 2266, 34
中国国际航空, CA6927, 空客A320, 合肥, 2024-12-02 03:24, 西安, 2024-12-02 04:24, 927, 62
中国国际航空, CA9383, 波音777, 合肥, 2024-12-02 09:59, 悉尼, 2024-12-02 19:19, 8652, 101
中国国际航空, CA1444, 波音777, 合肥, 2024-12-02 19:02, 哈尔滨, 2024-12-02 21:22, 2163, 188
东方航空, MU8061, 波音777, 合肥, 2024-12-02 19:55, 西安, 2024-12-02 20:55, 927, 93
中国国际航空, CA1136, 空客A350, 合肥, 2024-12-01 02:02, 西安, 2024-12-01 03:02, 927, 81
